anime_id,name,genre,type,episodes,rating,members
1825,hadashi no gen 2,"Drama, Historical, Shounen",Movie,1,7.5,4910.0
31158,hetalia  the world twinkle specials,"Comedy, Historical, Parody",Special,3,7.5,2505.0
31665,hibike  euphonium  kakedasu monaka,"Drama, Music, School",Special,1,7.5,17770.0
2204,karakuri zoushi ayatsuri sakon,"Horror, Mystery, Thriller",TV,26,7.5,6197.0
1691,kaze no stigma,"Action, Fantasy, Magic, Romance, Shounen",TV,24,7.5,205338.0
31227,kindaichi shounen no jikenbo returns 2nd season,"Mystery, Shounen",TV,22,7.5,3676.0
31952,kono bijutsubu ni wa mondai ga aru ,"Comedy, Romance, School",TV,12,7.5,69088.0
1426,lupin iii  part iii,"Action, Adventure, Comedy, Shounen",TV,50,7.5,6883.0
10624,mardock scramble  the second combustion,"Action, Psychological, Sci-Fi",Movie,1,7.5,23866.0
520,marmalade boy movie,"Romance, Shoujo",Movie,1,7.5,5641.0
3342,mnemosyne  mnemosyne no musume tachi,"Action, Horror, Sci-Fi, Shoujo Ai, Supernatural",TV,6,7.5,96092.0
6325,naruto  shippuuden movie 3   hi no ishi wo tsugu mono,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,7.5,83515.0
27787,nisekoi ,"Comedy, Harem, Romance, School, Shounen",TV,12,7.5,180686.0
3965,nodame cantabile special,"Comedy, Josei, Romance, Slice of Life",Special,1,7.5,19570.0
32051,one piece  adventure of nebulandia,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,7.5,9777.0
1010,ranma ½  chou musabetsu kessen  ranma team vs  densetsu no houou,"Action, Adventure, Comedy, Martial Arts, Shounen, Supernatural",Movie,1,7.5,9597.0
13429,sakasama no patema  beginning of the day,Sci-Fi,Special,4,7.5,16933.0
399,seikai no senki special,"Action, Military, Romance, Sci-Fi, Space",Special,1,7.5,2216.0
5947,tengen toppa gurren lagann movie  lagann hen special   viral no amai yume,Comedy,OVA,1,7.5,19219.0
8115,uchuu show e youkoso,"Adventure, Fantasy, Space",Movie,1,7.5,11368.0
2126,yuu yuu hakusho  eizou hakusho ii,"Action, Adventure, Comedy, Shounen, Supernatural",OVA,4,7.5,6166.0
7870,baka to test to shoukanjuu specials,"Comedy, Magic, School",Special,6,7.49,29923.0
10396,ben to,"Action, Comedy, Martial Arts",TV,12,7.49,146570.0
16592,danganronpa  kibou no gakuen to zetsubou no koukousei the animation,"Action, Horror, Mystery, Psychological",TV,13,7.49,298550.0
29067,danna ga nani wo itteiru ka wakaranai ken 2 sure me,"Comedy, Seinen, Slice of Life",TV,13,7.49,73285.0
501,doraemon,"Adventure, Comedy, Fantasy, Kids, Shounen",TV,26,7.49,9366.0
17535,fairy tail movie 1  houou no miko   hajimari no asa,"Fantasy, Magic, Shounen",Special,1,7.49,34230.0
9032,inazuma eleven  saikyou gundan ogre shuurai,"Shounen, Sports, Super Power",Movie,1,7.49,6392.0
1878,kaze no shoujo emily,"Drama, Historical, Shoujo",TV,26,7.49,2881.0
9213,kowarekake no orgel,"Drama, Music, Sci-Fi, Slice of Life",OVA,1,7.49,24876.0
16353,love lab,"Comedy, Romance, School",TV,13,7.49,79493.0
30829,love live  school idol project 2nd season recap,"Music, School, Slice of Life",OVA,1,7.5,3213.0
3268,mai otome 0  s ifr,Sci-Fi,OVA,3,7.49,11171.0
2460,maison ikkoku  kanketsu hen,"Comedy, Drama, Romance",Movie,1,7.49,3109.0
2253,mazinger z,"Action, Drama, Mecha, Sci-Fi, Shounen",TV,92,7.49,5746.0
1238,one piece  mamore  saigo no dai butai,"Adventure, Comedy, Fantasy, Shounen",Special,1,7.49,16495.0
8769,ore no imouto ga konnani kawaii wake ga nai,"Comedy, Seinen, Slice of Life",TV,12,7.49,321477.0
6896,pandora hearts specials,Comedy,Special,9,7.49,32103.0
11835,qin shiming yue zhi  zhu zi bai jia,"Action, Fantasy, Historical, Martial Arts",TV,34,7.49,369.0
16123,saki zenkoku hen,"Game, School, Slice of Life",TV,13,7.49,19010.0
30187,sakurako san no ashimoto ni wa shitai ga umatteiru,Mystery,TV,12,7.49,99665.0
15751,senyuu ,"Action, Comedy, Fantasy, Parody, Shounen",TV,13,7.49,56815.0
6572,shakugan no shana s,"Action, Drama, Fantasy, Romance, School, Supernatural",OVA,4,7.49,53129.0
2585,soukou kihei votoms  red shoulder document   yabou no roots,"Drama, Mecha, Military, Sci-Fi",OVA,1,7.49,2049.0
560,soukyuu no fafner  right of left   single program,"Action, Drama, Mecha, Military, Sci-Fi",Special,1,7.49,9482.0
23725,strike witches  operation victory arrow,"Action, Ecchi, Magic, Military, Sci-Fi",OVA,3,7.49,11203.0
21737,tamayura  more aggressive   tsuitachi dake no shuugakuryokou  nanode,"Comedy, Drama, Slice of Life",Special,1,7.49,2770.0
1146,tenchi muyou  ryououki  omatsuri zenjitsu no yoru ,"Comedy, Harem, Romance, Sci-Fi, Shounen",OVA,1,7.49,8812.0
10629,tibet inu monogatari,Adventure,Movie,1,7.49,2647.0
2820,time travel tondekeman ,"Action, Adventure, Comedy, Kids",TV,39,7.49,957.0
113,uchuu no stellvia,"Action, Romance, Sci-Fi, Space",TV,26,7.49,15471.0
970,yokoyama mitsuteru sangokushi,"Adventure, Historical",TV,47,7.49,2849.0
18177,yowamushi pedal  special ride,"Comedy, Drama, Shounen, Sports",OVA,1,7.49,10737.0
2548,ai no wakakusa monogatari,"Drama, Historical, Slice of Life",TV,48,7.48,3334.0
101,air,"Drama, Romance, Slice of Life, Supernatural",TV,13,7.48,188861.0
103,akazukin chacha,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",TV,74,7.48,7581.0
15927,carnival phantasm  hibichika special,"Comedy, Supernatural",Special,1,7.48,14893.0
3744,crayon shin chan movie 10  arashi wo yobu appare  sengoku daikassen,"Drama, Historical, Kids, Romance, Samurai",Movie,1,7.48,1478.0
6880,deadman wonderland,"Action, Horror, Sci-Fi",TV,12,7.48,453454.0
484,gensoumaden saiyuuki movie  requiem   erabarezaru mono e no chinkonka,"Adventure, Shounen, Supernatural",Movie,1,7.48,6442.0
476,ginban kaleidoscope,"Drama, Romance, Sports",TV,12,7.48,29837.0
14811,gj bu,"Comedy, School, Slice of Life",TV,12,7.48,83838.0
242,gokusen,"Comedy, Drama, Josei, School, Slice of Life",TV,13,7.48,22009.0
9931,happy birthday  inochi kagayaku toki,"Drama, Kids, Slice of Life",Movie,1,7.48,1356.0
33241,honobono log,"Romance, Slice of Life",TV,10,7.48,9053.0
31499,huyao xiao hongniang,"Comedy, Romance",ONA,13,7.48,2696.0
9938,ikoku meiro no croisée the animation,"Historical, Seinen, Slice of Life",TV,12,7.48,38652.0
822,initial d extra stage,"Action, Cars, Drama, Seinen, Sports",OVA,2,7.48,15363.0
2408,keroro gunsou movie 2  shinkai no princess de arimasu ,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",Movie,1,7.48,2941.0
2927,kimikiss pure rouge,"Drama, Romance, School",TV,24,7.48,58211.0
17643,little busters   sekai no saitou wa ore ga mamoru ,"Comedy, School, Slice of Life",OVA,1,7.48,17204.0
1419,lupin iii  kutabare  nostradamus,"Action, Adventure, Comedy, Shounen",Movie,1,7.48,4383.0
158,maria sama ga miteru,"Drama, Romance, Shoujo, Shoujo Ai, Slice of Life",TV,13,7.48,33989.0
1190,prince of tennis  a day on survival mountain,"Adventure, Comedy, Shounen, Sports",OVA,1,7.48,11817.0
23421,re  hamatora,"Comedy, Mystery, Super Power",TV,12,7.48,73903.0
5984,ristorante paradiso,"Drama, Josei, Romance, Slice of Life",TV,11,7.48,22229.0
10464,seitokai no ichizon lv 2,"Comedy, Harem, Parody, School",ONA,10,7.48,41169.0
10483,sengoku basara two  ryuko  itadaki no chikai  atsuki mirai e kakeru tamashii  ,"Action, Historical, Samurai",Special,1,7.47,4955.0
4715,shigofumi special,"Drama, Fantasy, Psychological, Thriller",Special,1,7.48,11797.0
2978,shin getter robo,"Action, Adventure, Demons, Horror, Mecha, Sci-Fi, Shounen",OVA,13,7.48,4603.0
8726,soredemo machi wa mawatteiru,"Comedy, Slice of Life",TV,12,7.48,31906.0
3125,tokimeki tonight,"Comedy, Fantasy, Romance, Shoujo, Vampire",TV,34,7.48,3057.0
30641,yankee kun na yamada kun to megane chan to majo,"Comedy, School, Shounen",Special,1,7.48,7170.0
24591,youkai watch movie 1  tanjou no himitsu da nyan ,"Comedy, Kids, Supernatural",Movie,1,7.48,1034.0
25755,yowamushi pedal  re ride,"Drama, Shounen, Sports",Movie,1,7.48,4749.0
30790,yowamushi pedal  re road,"Drama, Shounen, Sports",Movie,1,7.48,3088.0
2125,yuu yuu hakusho  eizou hakusho,"Action, Adventure, Shounen, Supernatural",OVA,2,7.48,6352.0
763,zoids,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,67,7.48,27614.0
656,air in summer,"Comedy, Drama, Historical, Romance, Supernatural",Special,2,7.47,29514.0
2969,appleseed saga ex machina,"Action, Mecha, Military, Sci-Fi",Movie,1,7.47,28365.0
6676,asura cryin  039  2,"Action, Mecha, Supernatural",TV,13,7.47,43725.0
25731,cross ange  tenshi to ryuu no rondo,"Action, Mecha, Sci-Fi",TV,25,7.47,75807.0
23383,d frag  ova,"Comedy, Game, Seinen",OVA,1,7.47,28116.0
10531,detective conan magic file 5  niigata   tokyo omiyage capriccio,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.47,5369.0
2656,doraemon movie 25  nobita no wan nyan jikuuden,"Adventure, Comedy, Kids, Sci-Fi",Movie,1,7.47,1269.0
15925,doraemon movie 33  nobita no himitsu dougu museum,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.47,787.0
20509,fate kaleid liner prisma illya 2wei ,"Action, Comedy, Fantasy, Magic",TV,10,7.47,56859.0
344,futatsu no spica,"Drama, School, Sci-Fi, Supernatural",TV,20,7.47,5894.0
18229,gatchaman crowds,"Adventure, Sci-Fi",TV,12,7.47,107513.0
21039,gatchaman crowds insight,"Adventure, Sci-Fi",TV,12,7.47,41220.0
31324,grisaia no meikyuu special,Ecchi,Special,1,7.47,16648.0
4551,hakushaku to yousei,"Adventure, Fantasy, Historical, Magic",TV,12,7.47,63915.0
27969,hana to alice  satsujin jiken,"Drama, Mystery, Slice of Life",Movie,1,7.47,9766.0
7337,hetalia axis powers movie  paint it  white,"Comedy, Historical, Parody",Movie,1,7.47,36986.0
12729,high school dxd ova,"Comedy, Demons, Ecchi, Romance, School",OVA,2,7.47,91154.0
20853,hitsugi no chaika,"Action, Adventure, Comedy, Fantasy, Romance, Shounen",TV,12,7.47,164510.0
666,jojo no kimyou na bouken,"Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire",OVA,6,7.47,24523.0
29583,kuroko no basket  oshaberi demo shimasen ka,"Comedy, School, Shounen, Sports",Special,1,7.47,8011.0
633,legend of basara,"Adventure, Drama, Romance, Shoujo",TV,13,7.47,6033.0
1590,legendz  yomigaeru ryuuou densetsu,"Action, Adventure, Comedy, Fantasy",TV,50,7.47,1370.0
1439,lupin iii  walther p 38,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.47,3134.0
10050,macross f music clip shuu  nyankuri,Music,Music,1,7.47,3010.0
1064,mazinkaiser,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",OVA,7,7.47,4681.0
2488,mei to koneko bus,"Adventure, Fantasy",Special,1,7.47,7714.0
14575,minami ke omatase,"Comedy, Slice of Life",OVA,1,7.47,15050.0
84,mobile suit gundam 0083  stardust memory,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",OVA,13,7.47,20238.0
17505,mushibugyou,"Action, Fantasy, Historical, Martial Arts, Samurai, Shounen, Super Power",TV,26,7.47,40155.0
1655,nerima daikon brothers,"Comedy, Music",TV,12,7.47,5374.0
23673,ookami shoujo to kuro ouji,"Comedy, Romance, School, Shoujo",TV,12,7.47,145439.0
21031,precure all stars movie new stage 3  eien no tomodachi,"Kids, Magic, Shoujo",Movie,1,7.47,1570.0
815,prince of tennis  the two samurai  the first game,"Action, Shounen, Sports",Movie,1,7.47,14249.0
17137,saiyuuki gaiden  tokubetsu hen   kouga no shou,"Adventure, Drama, Fantasy, Shoujo",OVA,1,7.47,1313.0
7662,shinrei tantei yakumo,"Horror, Mystery, Shoujo, Supernatural",TV,13,7.47,78952.0
2942,sketchbook  full color  039 s,"Comedy, Slice of Life",TV,13,7.47,17360.0
1764,slam dunk  movie ,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1,7.47,8750.0
1170,slayers special,"Adventure, Comedy, Fantasy, Magic, Shounen, Supernatural",OVA,3,7.47,12820.0
1081,space pirate captain herlock  outside legend   the endless odyssey,"Action, Adventure, Drama, Sci-Fi, Seinen, Space",OVA,13,7.47,3499.0
4884,tales of the abyss,"Adventure, Drama, Fantasy",TV,26,7.47,74901.0
3352,tengen toppa gurren lagann  mitee mono wa miteen da  ,"Action, Adventure, Comedy, Mecha, Sci-Fi",Special,1,7.47,24618.0
20977,tonari no seki kun ova,"Comedy, School, Seinen",OVA,1,7.47,20774.0
5332,toshokan sensou  koi no shougai,"Action, Comedy, Drama, Military, Romance",Special,1,7.47,6581.0
1744,wagamama fairy mirumo de pon ,"Adventure, Comedy, Drama, Fantasy, Kids, Magic, Romance, School, Shoujo",TV,172,7.47,8713.0
8457,yozakura quartet  hoshi no umi,"Action, Comedy, Magic, Shounen, Super Power, Supernatural",OVA,3,7.47,22065.0
878,zegapain,"Action, Mecha, Romance, Sci-Fi",TV,26,7.47,20644.0
4038,zettai karen children,"Action, Comedy, Shounen, Supernatural",TV,51,7.47,25876.0
31245,zutto mae kara suki deshita   kokuhaku jikkou iinkai,"Romance, School",Movie,1,7.47,35058.0
4970,afro samurai  resurrection,"Action, Adventure, Samurai",Movie,1,7.46,51064.0
1078,cardcaptor sakura  leave it to kero chan,Comedy,Movie,1,7.46,20410.0
4138,chiisana pengin  lolo no bouken,"Adventure, Drama, Fantasy, Kids, Slice of Life",OVA,3,7.46,1459.0
5593,dogs  bullets  amp  carnage,"Action, Seinen",OVA,4,7.46,44826.0
2665,doraemon movie 07  nobita to tetsujin heidan,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.46,1272.0
2676,doraemon movie 15  nobita to mugen sankenshi,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.46,1204.0
408,final fantasy vii  last order,"Action, Adventure, Drama, Fantasy, Sci-Fi",OVA,1,7.46,48041.0
32696,fukigen na mononokean,"Comedy, Supernatural",TV,13,7.46,44786.0
551,grappler baki  saidai tournament hen,"Action, Martial Arts, Shounen, Sports",TV,24,7.46,13584.0
32648,handa kun,"Comedy, Shounen, Slice of Life",TV,12,7.46,69621.0
15225,hentai ouji to warawanai neko ,"Comedy, Harem, Romance, School, Seinen, Supernatural",TV,12,7.46,201735.0
8074,highschool of the dead,"Action, Ecchi, Horror, Supernatural",TV,12,7.46,535892.0
6064,higurashi no naku koro ni kai specials,"Comedy, Parody",Special,24,7.46,28216.0
483,kurau phantom memory,"Action, Drama, Sci-Fi, Space, Super Power",TV,24,7.46,17463.0
10628,mahou sensei negima  mou hitotsu no sekai extra  mahou shoujo yue,"Action, Adventure, Ecchi, Fantasy, Magic, School, Shounen",OVA,1,7.46,5091.0
1972,meitantei holmes,"Adventure, Comedy, Mystery",TV,26,7.46,3985.0
5273,miracle giants doumu kun,Sports,TV,49,7.46,680.0
1288,mobile police patlabor,"Comedy, Mecha, Police, Sci-Fi",OVA,7,7.46,8516.0
2269,mobile suit gundam seed special edition,"Action, Mecha, Military, Sci-Fi, Space",Special,3,7.46,7118.0
601,nekojiru sou,"Comedy, Dementia, Psychological",OVA,1,7.46,34568.0
465,one piece movie 7  karakuri jou no mecha kyohei,"Adventure, Comedy, Fantasy, Shounen",Movie,1,7.46,33028.0
1117,pokemon  maboroshi no pokemon lugia bakutan,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.46,78876.0
10862,prince of tennis  pairpuri,"Comedy, Drama, Shounen, Sports",Special,8,7.46,3315.0
710,rec,"Comedy, Drama, Romance",TV,9,7.46,68951.0
10334,rurouni kenshin recap,"Action, Adventure, Comedy, Historical, Romance, Samurai",Special,1,7.46,4527.0
20709,sabagebu ,"Action, Comedy, Military, Shoujo",TV,12,7.46,67306.0
15793,senki zesshou symphogear g  in the distance  that day  when the star became music   ,"Action, Music, Sci-Fi",TV,13,7.46,25750.0
21573,senki zesshou symphogear gx  believe in justice and hold a determination to fist ,"Action, Music, Sci-Fi",TV,13,7.46,17466.0
1815,shakugan no shana movie,"Action, Fantasy, Supernatural",Movie,1,7.46,43962.0
15307,smile precure  movie  ehon no naka wa minna chiguhagu ,"Fantasy, Kids, Magic, Shoujo",Movie,1,7.46,2123.0
8098,soukyuu no fafner  dead aggressor   heaven and earth,"Action, Drama, Mecha, Military, Sci-Fi",Movie,1,7.46,8266.0
198,speed grapher,"Action, Mystery, Super Power",TV,24,7.46,64627.0
23319,suisei no gargantia  meguru kouro  haruka,"Action, Adventure, Mecha, Sci-Fi",OVA,2,7.46,20151.0
19251,uta no prince sama  maji love 2000   shining star xmas,"Comedy, Harem, Music, Romance, School, Shoujo",Special,1,7.46,13903.0
2009,yawara  special  zutto kimi no koto ga     ,"Action, Comedy, Drama, Martial Arts, Slice of Life, Sports",Special,1,7.46,855.0
9611,aa  megami sama   2011 ,"Comedy, Magic, Romance, Seinen, Supernatural",OVA,3,7.45,12872.0
50,aa  megami sama   tv ,"Comedy, Magic, Romance, Seinen, Supernatural",TV,24,7.45,96694.0
31771,amanchu ,"Comedy, School, Shounen, Slice of Life",TV,12,7.45,40481.0
2986,bamboo blade,"Comedy, School, Seinen, Sports",TV,26,7.45,61649.0
3076,bishoujo senshi sailor moon supers special,"Magic, Romance, Shoujo",Special,3,7.45,12317.0
1373,black jack specials  inochi wo meguru yottsu no kiseki,Drama,Special,4,7.45,3174.0
1614,captain tsubasa  road to 2002,"Action, Shounen, Sports",TV,52,7.45,19746.0
15109,cuticle tantei inaba,"Action, Comedy, Mystery, Shounen, Supernatural",TV,12,7.45,50019.0
5684,fresh precure ,"Action, Comedy, Fantasy, Magic, Shoujo, Slice of Life",TV,50,7.45,7004.0
908,fullmetal alchemist  premium collection,"Comedy, Fantasy, Shounen",OVA,3,7.45,44313.0
505,fushigiboshi no futagohime,"Comedy, Magic, Shoujo",TV,51,7.45,5074.0
15863,ginga kikoutai majestic prince,"Action, Mecha, School, Sci-Fi, Seinen, Space",TV,24,7.45,35196.0
246,groove adventure rave,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51,7.45,56353.0
18835,hakuouki reimeiroku tokuten disc,"Action, Josei, Supernatural",OVA,2,7.46,2178.0
6574,hanamaru youchien,"Comedy, Seinen, Slice of Life",TV,12,7.45,40243.0
5150,hatsukoi limited,"Comedy, Romance, School, Shounen",TV,12,7.45,54796.0
30300,high school dxd new  oppai  tsutsumimasu ,"Comedy, Demons, Ecchi, Romance, School",OVA,1,7.45,41436.0
714,high school  kimengumi,"Comedy, Parody, Romance, School, Shounen",TV,86,7.45,1316.0
2336,hikaru no go  new year special,"Comedy, Game, Shounen, Supernatural",Special,1,7.45,7418.0
4312,hokuto no ken  toki den,"Action, Martial Arts",OVA,1,7.45,3662.0
13261,inazuma eleven go  chrono stone,"Shounen, Sports, Super Power",TV,51,7.45,11939.0
2407,keroro gunsou movie 1,"Comedy, Kids, Sci-Fi, Shounen",Movie,1,7.45,3606.0
519,mahoraba  heartful days,"Comedy, Drama, Romance, Shounen",TV,26,7.45,16764.0
330,midori no hibi,"Comedy, Drama, Ecchi, Romance, Shounen",TV,13,7.45,87938.0
6712,natsu no arashi  akinaichuu,"Comedy, Romance, Supernatural",TV,13,7.45,12088.0
28299,ookami shoujo to kuro ouji ova,"Comedy, Romance, School, Shoujo",OVA,1,7.45,19592.0
17875,papa no iukoto wo kikinasai  ova,"Comedy, Romance, Slice of Life",OVA,2,7.45,19904.0
3292,potemayo specials,"Comedy, School, Seinen",Special,6,7.45,2975.0
168,s cry ed,"Action, Adventure, Drama, Sci-Fi, Super Power",TV,26,7.45,52784.0
573,saber marionette j,"Action, Adventure, Comedy, Drama, Harem, Martial Arts, Mecha, Romance, Sci-Fi, Shounen",TV,25,7.45,17561.0
6153,saint seiya  soushuuhen,"Adventure, Fantasy, Sci-Fi, Shounen",Special,1,7.45,4031.0
1302,sayonara ginga tetsudou 999  andromeda shuuchakueki,"Adventure, Drama, Sci-Fi, Space",Movie,1,7.45,4199.0
5034,shikabane hime  kuro,"Action, Horror",TV,12,7.45,46709.0
1548,shin taketori monogatari  1000 nen joou,"Drama, Mystery, Sci-Fi",TV,42,7.45,1805.0
2555,shoukoushi cedie,"Drama, Shoujo, Slice of Life",TV,43,7.45,1501.0
33969,shuangsheng lingtan,"Mystery, Psychological",ONA,20,7.45,1227.0
565,steamboy,"Action, Adventure, Drama, Historical, Military, Sci-Fi",Movie,1,7.45,40812.0
27957,steins gate  soumei eichi no cognitive computing,Comedy,ONA,4,7.45,34426.0
855,strawberry panic,"Drama, Romance, School, Shoujo Ai",TV,26,7.45,72790.0
5832,tiger mask nisei,"Action, Drama, Sports",TV,33,7.45,2225.0
4703,yes  precure 5 gogo  movie  okashi no kuni no happy birthday,"Fantasy, Kids, Magic, Romance, Shoujo, Super Power",Movie,1,7.45,2210.0
33302,yowamushi pedal  spare bike,"Comedy, Drama, Shounen, Sports",Movie,1,7.45,4009.0
15911,yuyushiki,"Comedy, School, Seinen, Slice of Life",TV,12,7.45,50351.0
764,zoids shinseiki zero,"Adventure, Comedy, Mecha, Sci-Fi, Shounen, Sports",TV,26,7.45,16381.0
10479,beelzebub specials,"Action, Comedy, Demons, School, Shounen, Supernatural",Special,16,7.44,9834.0
8756,bishoujo senshi sailor moon memorial,"Demons, Magic, Romance, Shoujo",OVA,5,7.44,7981.0
20787,black bullet,"Action, Mystery, Sci-Fi, Seinen",TV,13,7.44,320267.0
1450,brigadoon  marin to melan,"Adventure, Comedy, Drama, Mecha, Sci-Fi",TV,26,7.44,5636.0
10163,c  the money of soul and possibility control,"Action, Mystery, Super Power, Thriller",TV,11,7.44,156853.0
2649,doraemon  obaachan no omoide,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.44,835.0
117,el hazard  the magnificent world,"Adventure, Comedy, Fantasy, Romance",OVA,7,7.44,10130.0
1250,erementar gerad,"Adventure, Comedy, Fantasy, Magic, Romance, Super Power",TV,26,7.44,63193.0
31389,fate stay night  unlimited blade works 2nd season   sunny day,"Action, Fantasy, Magic, Shounen, Supernatural",Special,1,7.44,26382.0
653,galaxy angel 3,"Comedy, Sci-Fi",TV,26,7.44,6244.0
5521,hayate no gotoku    atsu ga natsuize   mizugi hen ,"Action, Comedy, Harem, Parody, Romance",OVA,1,7.44,26587.0
191,love hina christmas special  silent eve,"Comedy, Romance, Slice of Life",Special,1,7.44,45137.0
14833,maoyuu maou yuusha,"Adventure, Demons, Fantasy, Historical, Romance",TV,12,7.44,164445.0
20221,minami ke natsuyasumi,"Comedy, Slice of Life",OVA,1,7.44,9580.0
3655,nabari no ou,"Action, Comedy, Drama, Fantasy, Shounen, Supernatural",TV,26,7.44,107384.0
6030,needless,"Action, Comedy, Ecchi, Sci-Fi, Super Power",TV,24,7.44,86942.0
463,one piece movie 5  norowareta seiken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.44,35357.0
2107,one piece movie 8  episode of alabasta   sabaku no oujo to kaizoku tachi,"Action, Adventure, Fantasy, Shounen",Movie,1,7.44,31909.0
1094,one piece  umi no heso no daibouken hen,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,7.44,19649.0
238,rekka no honoo,"Action, Adventure, Martial Arts, Shounen, Super Power",TV,42,7.44,35258.0
18041,rozen maiden  2013 ,"Action, Comedy, Drama, Magic, Seinen",TV,13,7.44,46117.0
3256,soukou kihei votoms  pailsen files,"Mecha, Military, Sci-Fi, Space",OVA,12,7.44,2861.0
17080,soukyuu no fafner  dead aggressor   exodus,"Action, Drama, Mecha, Military, Sci-Fi",TV,13,7.44,11882.0
18277,strike the blood,"Action, Ecchi, Fantasy, Harem, School, Shounen, Supernatural, Vampire",TV,24,7.44,231387.0
30321,strike the blood  valkyria no oukoku hen,"Action, Ecchi, Fantasy, School, Shounen, Supernatural, Vampire",OVA,2,7.44,29176.0
33558,tales of zestiria the x  saiyaku no jidai,"Action, Fantasy",Special,1,7.44,26647.0
13333,tari tari,"Music, School, Slice of Life",TV,13,7.44,80960.0
8022,tegamibachi gakuen,Comedy,Special,25,7.44,6649.0
27,trinity blood,"Action, Supernatural, Vampire",TV,24,7.44,113791.0
3791,air gear special,"Shounen, Sports",Special,1,7.43,33597.0
11266,ao no exorcist  kuro no iede,"Action, Demons, Fantasy, Shounen, Supernatural",Special,1,7.43,59755.0
22433,break blade,"Action, Fantasy, Mecha, Military, Shounen",TV,12,7.43,46601.0
485,damekko doubutsu,Comedy,TV,26,7.43,8024.0
2512,detective conan ova 02  16 suspects,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.43,8548.0
2658,doraemon movie 09  nobita no parallel saiyuuki,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.43,1189.0
6930,doraemon movie 29  shin nobita no uchuu kaitakushi,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.43,1034.0
6401,ef  a tale of melodies    prologue,Music,Special,1,7.43,13745.0
3568,ganbarist  shun,"Comedy, Shounen, Sports",TV,30,7.43,1700.0
1441,ginga tetsudou no yoru,"Drama, Fantasy, Historical, Kids, Mystery",Movie,1,7.43,7755.0
15699,haiyore  nyaruko san w,"Comedy, Parody, Sci-Fi",TV,12,7.43,84442.0
30991,himouto  umaru chan  umaru chan mou ikkai ,"Comedy, School, Seinen, Slice of Life",OVA,1,7.43,21413.0
14753,hori san to miyamura kun,"Comedy, Romance, School, Shounen",OVA,3,7.43,26535.0
13469,hyouka  motsubeki mono wa,Slice of Life,OVA,1,7.43,68823.0
18295,kakumeiki valvrave 2nd season,"Action, Mecha, Space",TV,12,7.43,57434.0
3958,kannagi,"Comedy, School, Shounen, Supernatural",TV,13,7.43,94202.0
32574,kekkai sensen  ousama no restaurant no ousama,"Action, Fantasy, Shounen, Super Power, Supernatural, Vampire",OVA,1,7.43,9335.0
845,kiba,"Adventure, Fantasy, Shounen",TV,51,7.43,47651.0
32953,koi ni naritai aquarium,Music,Music,1,7.43,1683.0
1090,mobile suit gundam i,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.43,12877.0
1722,nagasarete airantou,"Comedy, Ecchi, Fantasy, Harem, Romance",TV,26,7.43,52817.0
2472,naruto  shippuuden movie 1,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1,7.43,108170.0
4437,naruto  shippuuden movie 2   kizuna,"Action, Martial Arts, Shounen, Supernatural",Movie,1,7.43,97818.0
1237,one piece  oounabara ni hirake  dekkai dekkai chichi no yume ,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,7.43,17175.0
13659,ore no imouto ga konnani kawaii wake ga nai ,"Comedy, Seinen, Slice of Life",TV,13,7.43,194791.0
2141,oseam,"Adventure, Drama",Movie,1,7.43,3648.0
108,ou dorobou jing in seventh heaven,"Adventure, Comedy, Fantasy, Psychological, Shounen",OVA,3,7.43,8561.0
161,peace maker kurogane,"Action, Comedy, Historical, Samurai, Shounen",TV,24,7.43,35123.0
527,pokemon,"Action, Adventure, Comedy, Fantasy, Kids",TV,276,7.43,229157.0
2182,robot carnival,"Fantasy, Sci-Fi",OVA,1,7.43,7213.0
